campaign_id,pair_key,mechanism_id,model_id,inference_seed,pair_reportable,baseline_cell_key,affirm_only_cell_key,baseline_score,affirm_only_score,score_delta,baseline_hard_gate_pass,affirm_only_hard_gate_pass,hard_gate_rescue,hard_gate_regression,baseline_forbidden_selection_count,affirm_only_forbidden_selection_count,forbidden_selection_delta,state_accuracy_delta,amount_accuracy_delta,required_action_recall_delta,required_claim_recall_delta,evidence_coverage_delta
datacenter_development_terms_public_mechanism_v1,gmp_change_order__mistral32_deepinfra__seed_315002,gmp_change_order,mistral32_deepinfra,315002,True,gmp-change-order-m01__mistral32_deepinfra__seed_315002,gmp-change-order-m02__mistral32_deepinfra__seed_315002,1.0,1.0,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,gmp_change_order__mistral32_deepinfra__seed_315003,gmp_change_order,mistral32_deepinfra,315003,True,gmp-change-order-m01__mistral32_deepinfra__seed_315003,gmp-change-order-m02__mistral32_deepinfra__seed_315003,1.0,1.0,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,gmp_change_order__qwen3_235b_novita__seed_315001,gmp_change_order,qwen3_235b_novita,315001,True,gmp-change-order-m01__qwen3_235b_novita__seed_315001,gmp-change-order-m02__qwen3_235b_novita__seed_315001,1.0,1.0,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,gmp_change_order__qwen3_235b_novita__seed_315002,gmp_change_order,qwen3_235b_novita,315002,True,gmp-change-order-m01__qwen3_235b_novita__seed_315002,gmp-change-order-m02__qwen3_235b_novita__seed_315002,1.0,1.0,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,gmp_change_order__qwen3_235b_novita__seed_315003,gmp_change_order,qwen3_235b_novita,315003,True,gmp-change-order-m01__qwen3_235b_novita__seed_315003,gmp-change-order-m02__qwen3_235b_novita__seed_315003,0.0,1.0,1.0,False,True,True,False,1,0,-1,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,gmp_change_order__gptoss120b_coreweave__seed_315001,gmp_change_order,gptoss120b_coreweave,315001,True,gmp-change-order-m01__gptoss120b_coreweave__seed_315001,gmp-change-order-m02__gptoss120b_coreweave__seed_315001,0.0,1.0,1.0,False,True,True,False,1,0,-1,0.5,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,gmp_change_order__gptoss120b_coreweave__seed_315002,gmp_change_order,gptoss120b_coreweave,315002,True,gmp-change-order-m01__gptoss120b_coreweave__seed_315002,gmp-change-order-m02__gptoss120b_coreweave__seed_315002,1.0,1.0,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,gmp_change_order__gptoss120b_coreweave__seed_315003,gmp_change_order,gptoss120b_coreweave,315003,True,gmp-change-order-m01__gptoss120b_coreweave__seed_315003,gmp-change-order-m02__gptoss120b_coreweave__seed_315003,0.0,1.0,1.0,False,True,True,False,1,0,-1,0.5,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,land_power_cotermination__mistral32_deepinfra__seed_315001,land_power_cotermination,mistral32_deepinfra,315001,True,land-power-cotermination-m01__mistral32_deepinfra__seed_315001,land-power-cotermination-m02__mistral32_deepinfra__seed_315001,1.0,1.0,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,land_power_cotermination__mistral32_deepinfra__seed_315002,land_power_cotermination,mistral32_deepinfra,315002,False,land-power-cotermination-m01__mistral32_deepinfra__seed_315002,land-power-cotermination-m02__mistral32_deepinfra__seed_315002,,,,,,,,,,,,,,,
datacenter_development_terms_public_mechanism_v1,land_power_cotermination__mistral32_deepinfra__seed_315003,land_power_cotermination,mistral32_deepinfra,315003,True,land-power-cotermination-m01__mistral32_deepinfra__seed_315003,land-power-cotermination-m02__mistral32_deepinfra__seed_315003,1.0,1.0,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,land_power_cotermination__qwen3_235b_novita__seed_315001,land_power_cotermination,qwen3_235b_novita,315001,True,land-power-cotermination-m01__qwen3_235b_novita__seed_315001,land-power-cotermination-m02__qwen3_235b_novita__seed_315001,1.0,1.0,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,land_power_cotermination__qwen3_235b_novita__seed_315002,land_power_cotermination,qwen3_235b_novita,315002,True,land-power-cotermination-m01__qwen3_235b_novita__seed_315002,land-power-cotermination-m02__qwen3_235b_novita__seed_315002,1.0,1.0,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,land_power_cotermination__qwen3_235b_novita__seed_315003,land_power_cotermination,qwen3_235b_novita,315003,True,land-power-cotermination-m01__qwen3_235b_novita__seed_315003,land-power-cotermination-m02__qwen3_235b_novita__seed_315003,1.0,1.0,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,land_power_cotermination__gptoss120b_coreweave__seed_315001,land_power_cotermination,gptoss120b_coreweave,315001,True,land-power-cotermination-m01__gptoss120b_coreweave__seed_315001,land-power-cotermination-m02__gptoss120b_coreweave__seed_315001,1.0,1.0,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,land_power_cotermination__gptoss120b_coreweave__seed_315002,land_power_cotermination,gptoss120b_coreweave,315002,True,land-power-cotermination-m01__gptoss120b_coreweave__seed_315002,land-power-cotermination-m02__gptoss120b_coreweave__seed_315002,1.0,0.9,-0.09999999999999998,True,True,False,False,0,0,0,-0.5,0.0,0.0,0.0,0.0
datacenter_development_terms_public_mechanism_v1,land_power_cotermination__gptoss120b_coreweave__seed_315003,land_power_cotermination,gptoss120b_coreweave,315003,True,land-power-cotermination-m01__gptoss120b_coreweave__seed_315003,land-power-cotermination-m02__gptoss120b_coreweave__seed_315003,1.0,0.9,-0.09999999999999998,True,True,False,False,0,0,0,-0.5,0.0,0.0,0.0,0.0
