campaign_id,pair_key,case_slug,source_cluster_id,model_id,inference_seed,pair_reportable,baseline_status,affirm_only_status,baseline_cell_key,affirm_only_cell_key,baseline_score,affirm_only_score,score_delta,baseline_hard_gate_pass,affirm_only_hard_gate_pass,hard_gate_rescue,hard_gate_regression,baseline_forbidden_selection_count,affirm_only_forbidden_selection_count,forbidden_selection_delta,state_accuracy_delta,amount_accuracy_delta,required_action_recall_delta,required_claim_recall_delta,evidence_coverage_delta
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314002,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,gptoss120b_coreweave,314002,True,completed,completed,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314002,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314002,0.6266666666666667,0.8266666666666665,0.19999999999999984,True,True,False,False,0,0,0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.0
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314003,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,gptoss120b_coreweave,314003,True,completed,completed,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314003,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314003,0.6266666666666667,0.8933333333333333,0.2666666666666666,True,True,False,False,0,0,0,0.0,0.0,0.6666666666666666,0.6666666666666667,0.0
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314001,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,mistral32_deepinfra,314001,True,completed,completed,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314001,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314001,0.76,0.76,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314002,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,mistral32_deepinfra,314002,True,completed,completed,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314002,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314002,0.76,0.76,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314003,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,mistral32_deepinfra,314003,True,completed,completed,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314003,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314003,0.76,0.76,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314001,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,qwen3_235b_novita,314001,True,completed,completed,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314001,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314001,0.76,0.76,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314002,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,qwen3_235b_novita,314002,True,completed,completed,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314002,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314002,0.76,0.76,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314003,ground-lease-commencement-boundary,sec_fermi_ground_lease_2025,qwen3_235b_novita,314003,True,completed,completed,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314003,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314003,0.76,0.76,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314001,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,gptoss120b_coreweave,314001,True,completed,completed,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314001,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314001,0.7333333333333333,0.76,0.026666666666666727,True,True,False,False,0,0,0,-0.19999999999999996,0.0,0.0,0.33333333333333337,0.0
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314002,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,gptoss120b_coreweave,314002,True,completed,completed,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314002,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314002,0.6933333333333334,0.7866666666666667,0.09333333333333338,True,True,False,False,0,0,0,-0.20000000000000007,0.0,0.3333333333333333,0.33333333333333337,0.0
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314003,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,gptoss120b_coreweave,314003,True,completed,completed,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314003,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314003,1.0,0.7866666666666666,-0.21333333333333337,True,True,False,False,0,0,0,-0.4,0.0,-0.33333333333333337,-0.33333333333333337,0.0
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__mistral32_deepinfra__seed_314001,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,mistral32_deepinfra,314001,True,completed,completed,large-load-study-to-service-gates__mistral32_deepinfra__seed_314001,large-load-study-to-service-gates__mistral32_deepinfra__seed_314001,0.6933333333333334,0.6533333333333333,-0.040000000000000036,True,True,False,False,0,0,0,-0.20000000000000007,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__mistral32_deepinfra__seed_314002,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,mistral32_deepinfra,314002,False,completed,operational_failure,large-load-study-to-service-gates__mistral32_deepinfra__seed_314002,large-load-study-to-service-gates__mistral32_deepinfra__seed_314002,,,,,,,,,,,,,,,
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__mistral32_deepinfra__seed_314003,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,mistral32_deepinfra,314003,False,operational_failure,operational_failure,large-load-study-to-service-gates__mistral32_deepinfra__seed_314003,large-load-study-to-service-gates__mistral32_deepinfra__seed_314003,,,,,,,,,,,,,,,
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__qwen3_235b_novita__seed_314001,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,qwen3_235b_novita,314001,True,completed,completed,large-load-study-to-service-gates__qwen3_235b_novita__seed_314001,large-load-study-to-service-gates__qwen3_235b_novita__seed_314001,0.8,0.8,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__qwen3_235b_novita__seed_314002,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,qwen3_235b_novita,314002,True,completed,completed,large-load-study-to-service-gates__qwen3_235b_novita__seed_314002,large-load-study-to-service-gates__qwen3_235b_novita__seed_314002,0.8,0.76,-0.040000000000000036,True,True,False,False,0,0,0,-0.19999999999999996,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__qwen3_235b_novita__seed_314003,large-load-study-to-service-gates,sec_aes_ohio_datacenter_tariff_2026,qwen3_235b_novita,314003,True,completed,completed,large-load-study-to-service-gates__qwen3_235b_novita__seed_314003,large-load-study-to-service-gates__qwen3_235b_novita__seed_314003,0.8,0.6933333333333334,-0.10666666666666669,True,True,False,False,0,0,0,-0.19999999999999996,0.0,0.0,-0.33333333333333337,0.0
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314001,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,gptoss120b_coreweave,314001,True,completed,completed,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314001,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314001,0.0,0.9,0.9,False,True,True,False,3,0,-3,0.0,0.0,-0.33333333333333337,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314002,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,gptoss120b_coreweave,314002,True,completed,completed,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314002,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314002,0.0,0.9666666666666668,0.9666666666666668,False,True,True,False,3,0,-3,0.0,0.0,0.6666666666666667,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314003,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,gptoss120b_coreweave,314003,True,completed,completed,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314003,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314003,0.0,0.9666666666666668,0.9666666666666668,False,True,True,False,2,0,-2,-0.16666666666666663,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314001,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,mistral32_deepinfra,314001,False,operational_failure,operational_failure,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314001,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314001,,,,,,,,,,,,,,,
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314002,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,mistral32_deepinfra,314002,False,operational_failure,operational_failure,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314002,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314002,,,,,,,,,,,,,,,
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314003,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,mistral32_deepinfra,314003,True,completed,completed,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314003,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314003,0.9,0.9,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314001,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,qwen3_235b_novita,314001,True,completed,completed,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314001,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314001,0.0,0.0,0.0,False,False,False,False,3,2,-1,0.16666666666666663,0.0,0.33333333333333337,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314002,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,qwen3_235b_novita,314002,True,completed,completed,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314002,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314002,0.0,0.0,0.0,False,False,False,False,2,2,0,-0.16666666666666674,0.0,0.33333333333333337,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314003,linked-land-power-construction-underwriting,sec_core_denton_project_terms_2026,qwen3_235b_novita,314003,True,completed,completed,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314003,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314003,0.0,0.0,0.0,False,False,False,False,3,2,-1,-0.16666666666666674,0.0,0.33333333333333337,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314001,phased-colocation-financing-and-rfs,sec_digi_cerebras_msa_2026,gptoss120b_coreweave,314001,True,completed,completed,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314001,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314001,0.6266666666666667,0.7333333333333333,0.10666666666666658,True,True,False,False,0,0,0,0.19999999999999996,0.0,0.3333333333333333,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314002,phased-colocation-financing-and-rfs,sec_digi_cerebras_msa_2026,gptoss120b_coreweave,314002,True,completed,completed,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314002,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314002,0.5599999999999999,0.6666666666666666,0.10666666666666669,True,True,False,False,0,0,0,0.19999999999999996,0.0,0.3333333333333333,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314003,phased-colocation-financing-and-rfs,sec_digi_cerebras_msa_2026,gptoss120b_coreweave,314003,True,completed,completed,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314003,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314003,0.52,0.6933333333333334,0.17333333333333334,True,True,False,False,0,0,0,0.20000000000000007,0.0,0.3333333333333333,0.33333333333333337,0.0
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314001,phased-colocation-financing-and-rfs,sec_digi_cerebras_msa_2026,mistral32_deepinfra,314001,True,completed,completed,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314001,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314001,0.6433333333333333,0.6433333333333333,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314002,phased-colocation-financing-and-rfs,sec_digi_cerebras_msa_2026,mistral32_deepinfra,314002,True,completed,completed,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314002,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314002,0.6433333333333333,0.6833333333333333,0.040000000000000036,True,True,False,False,0,0,0,0.19999999999999996,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314003,phased-colocation-financing-and-rfs,sec_digi_cerebras_msa_2026,mistral32_deepinfra,314003,True,completed,completed,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314003,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314003,0.6433333333333333,0.6433333333333333,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314001,phased-colocation-financing-and-rfs,sec_digi_cerebras_msa_2026,qwen3_235b_novita,314001,True,completed,completed,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314001,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314001,0.8,0.8,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314002,phased-colocation-financing-and-rfs,sec_digi_cerebras_msa_2026,qwen3_235b_novita,314002,True,completed,completed,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314002,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314002,0.0,0.8,0.8,False,True,True,False,1,0,-1,0.0,0.0,0.0,0.33333333333333337,0.0
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314003,phased-colocation-financing-and-rfs,sec_digi_cerebras_msa_2026,qwen3_235b_novita,314003,True,completed,completed,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314003,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314003,0.8,0.8,0.0,True,True,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0
