campaign_id,cell_key,pair_key,case_slug,wording_condition,world_seed,model_id,profile_id,inference_seed,provider,requested_model,canonical_model,quantization,harness,reasoning_effort,max_output_tokens,timeout_seconds,max_action_attempts,sdk_retries,response_cache
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314002,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314002,ground-lease-commencement-boundary,affirm_only,440001,gptoss120b_coreweave,datacenter_terms_affirm_only_gptoss120b_coreweave_v1,314002,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314003,ground-lease-commencement-boundary__gptoss120b_coreweave__seed_314003,ground-lease-commencement-boundary,affirm_only,440001,gptoss120b_coreweave,datacenter_terms_affirm_only_gptoss120b_coreweave_v1,314003,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314001,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314001,ground-lease-commencement-boundary,affirm_only,440001,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314001,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314002,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314002,ground-lease-commencement-boundary,affirm_only,440001,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314002,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314003,ground-lease-commencement-boundary__mistral32_deepinfra__seed_314003,ground-lease-commencement-boundary,affirm_only,440001,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314003,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314001,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314001,ground-lease-commencement-boundary,affirm_only,440001,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314001,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314002,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314002,ground-lease-commencement-boundary,affirm_only,440001,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314002,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314003,ground-lease-commencement-boundary__qwen3_235b_novita__seed_314003,ground-lease-commencement-boundary,affirm_only,440001,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314003,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314001,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314001,large-load-study-to-service-gates,affirm_only,440003,gptoss120b_coreweave,datacenter_terms_affirm_only_gptoss120b_coreweave_v1,314001,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314002,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314002,large-load-study-to-service-gates,affirm_only,440003,gptoss120b_coreweave,datacenter_terms_affirm_only_gptoss120b_coreweave_v1,314002,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314003,large-load-study-to-service-gates__gptoss120b_coreweave__seed_314003,large-load-study-to-service-gates,affirm_only,440003,gptoss120b_coreweave,datacenter_terms_affirm_only_gptoss120b_coreweave_v1,314003,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__mistral32_deepinfra__seed_314001,large-load-study-to-service-gates__mistral32_deepinfra__seed_314001,large-load-study-to-service-gates,affirm_only,440003,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314001,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__mistral32_deepinfra__seed_314002,large-load-study-to-service-gates__mistral32_deepinfra__seed_314002,large-load-study-to-service-gates,affirm_only,440003,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314002,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__mistral32_deepinfra__seed_314003,large-load-study-to-service-gates__mistral32_deepinfra__seed_314003,large-load-study-to-service-gates,affirm_only,440003,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314003,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__qwen3_235b_novita__seed_314001,large-load-study-to-service-gates__qwen3_235b_novita__seed_314001,large-load-study-to-service-gates,affirm_only,440003,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314001,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__qwen3_235b_novita__seed_314002,large-load-study-to-service-gates__qwen3_235b_novita__seed_314002,large-load-study-to-service-gates,affirm_only,440003,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314002,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,large-load-study-to-service-gates__qwen3_235b_novita__seed_314003,large-load-study-to-service-gates__qwen3_235b_novita__seed_314003,large-load-study-to-service-gates,affirm_only,440003,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314003,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314001,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314001,linked-land-power-construction-underwriting,affirm_only,440005,gptoss120b_coreweave,datacenter_terms_affirm_only_gptoss120b_coreweave_v1,314001,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314002,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314002,linked-land-power-construction-underwriting,affirm_only,440005,gptoss120b_coreweave,datacenter_terms_affirm_only_gptoss120b_coreweave_v1,314002,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314003,linked-land-power-construction-underwriting__gptoss120b_coreweave__seed_314003,linked-land-power-construction-underwriting,affirm_only,440005,gptoss120b_coreweave,datacenter_terms_affirm_only_gptoss120b_coreweave_v1,314003,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314001,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314001,linked-land-power-construction-underwriting,affirm_only,440005,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314001,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314002,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314002,linked-land-power-construction-underwriting,affirm_only,440005,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314002,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314003,linked-land-power-construction-underwriting__mistral32_deepinfra__seed_314003,linked-land-power-construction-underwriting,affirm_only,440005,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314003,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314001,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314001,linked-land-power-construction-underwriting,affirm_only,440005,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314001,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314002,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314002,linked-land-power-construction-underwriting,affirm_only,440005,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314002,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314003,linked-land-power-construction-underwriting__qwen3_235b_novita__seed_314003,linked-land-power-construction-underwriting,affirm_only,440005,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314003,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314001,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314001,phased-colocation-financing-and-rfs,affirm_only,440002,gptoss120b_coreweave,datacenter_terms_affirm_only_gptoss120b_coreweave_v1,314001,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314002,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314002,phased-colocation-financing-and-rfs,affirm_only,440002,gptoss120b_coreweave,datacenter_terms_affirm_only_gptoss120b_coreweave_v1,314002,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314003,phased-colocation-financing-and-rfs__gptoss120b_coreweave__seed_314003,phased-colocation-financing-and-rfs,affirm_only,440002,gptoss120b_coreweave,datacenter_terms_affirm_only_gptoss120b_coreweave_v1,314003,CoreWeave,openai/gpt-oss-120b,openai/gpt-oss-120b,fp4,minimal_chat/1.0,low,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314001,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314001,phased-colocation-financing-and-rfs,affirm_only,440002,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314001,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314002,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314002,phased-colocation-financing-and-rfs,affirm_only,440002,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314002,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314003,phased-colocation-financing-and-rfs__mistral32_deepinfra__seed_314003,phased-colocation-financing-and-rfs,affirm_only,440002,mistral32_deepinfra,datacenter_terms_affirm_only_mistral32_deepinfra_v1,314003,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314001,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314001,phased-colocation-financing-and-rfs,affirm_only,440002,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314001,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314002,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314002,phased-colocation-financing-and-rfs,affirm_only,440002,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314002,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
datacenter_development_terms_public_affirm_only_v1,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314003,phased-colocation-financing-and-rfs__qwen3_235b_novita__seed_314003,phased-colocation-financing-and-rfs,affirm_only,440002,qwen3_235b_novita,datacenter_terms_affirm_only_qwen3_235b_novita_v1,314003,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,fp8,minimal_chat/1.0,,1400,180.0,1,0,False
